trip_id,timestamp,elapsed_seconds,flag_type,severity,motion_score,audio_score,combined_score,explanation,context,peak_db,peak_sustained_sec,peak_classification
TRIP032,2024-02-06 08:18:17,6497,audio_spike,high,0.0,0.97,0.97,Sustained elevated cabin audio (80 dB) for 175s.,Audio: very_loud,80.4,175.5,very_loud
TRIP032,2024-02-06 08:19:54,6594,audio_spike,low,0.0,0.37,0.37,Audio spike detected (70 dB). No sustained duration recorded.,Audio: conversation,69.7,0.0,conversation
TRIP032,2024-02-06 08:20:18,6618,audio_spike,medium,0.0,0.75,0.75,Intermittent baby crying audio (86 dB peaks). No sustained duration recorded.,Audio: edge_baby_crying,85.9,0.0,edge_baby_crying
TRIP032,2024-02-06 08:21:31,6691,audio_spike,low,0.0,0.15,0.15,Audio spike detected (58 dB). No sustained duration recorded.,Audio: quiet,57.9,0.0,quiet
TRIP033,2024-02-06 06:30:15,15,audio_spike,low,0.0,0.23,0.23,Audio spike detected (63 dB). No sustained duration recorded.,Audio: normal,63.1,0.0,normal
TRIP033,2024-02-06 06:35:26,326,audio_spike,medium,0.0,0.32,0.32,Sustained elevated cabin audio (83 dB) for 58s.,Audio: edge_construction,83.0,58.5,edge_construction
TRIP033,2024-02-06 06:36:24,384,audio_spike,low,0.0,0.35,0.35,Audio spike detected (69 dB). No sustained duration recorded.,Audio: conversation,68.9,0.0,conversation
TRIP033,2024-02-06 06:37:07,427,audio_spike,low,0.0,0.06,0.06,Audio spike detected (47 dB). No sustained duration recorded.,Audio: quiet,47.2,0.0,quiet
TRIP033,2024-02-06 06:37:23,443,audio_spike,high,0.0,0.74,0.74,Sustained elevated cabin audio (74 dB) for 134s.,Audio: very_loud,74.4,134.0,very_loud
TRIP033,2024-02-06 06:37:45,465,audio_spike,medium,0.0,0.58,0.58,Audio spike detected (78 dB). No sustained duration recorded.,Audio: loud,78.3,0.0,loud
TRIP033,2024-02-06 06:50:30,1230,audio_spike,low,0.0,0.3,0.3,Audio spike detected (67 dB). No sustained duration recorded.,Audio: normal,66.5,0.0,normal
TRIP033,2024-02-06 06:58:46,1726,audio_spike,high,0.0,0.56,0.56,Sustained elevated cabin audio (77 dB) for 101s.,Audio: very_loud,76.6,100.7,very_loud
TRIP033,2024-02-06 07:05:53,2153,audio_spike,high,0.0,1.0,1.0,Sustained elevated cabin audio (90 dB) for 180s.,Audio: very_loud,90.0,180.0,very_loud
TRIP033,2024-02-06 07:18:12,2892,audio_spike,medium,0.0,0.29,0.29,Sustained elevated cabin audio (83 dB) for 52s.,Audio: very_loud,83.0,51.8,very_loud
TRIP033,2024-02-06 07:20:30,3030,audio_spike,low,0.0,0.28,0.28,Audio spike detected (66 dB). No sustained duration recorded.,Audio: normal,65.8,0.0,normal
TRIP033,2024-02-06 07:20:45,3045,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.1,0.0,quiet
TRIP033,2024-02-06 07:26:52,3412,audio_spike,low,0.0,0.22,0.22,Audio spike detected (62 dB). No sustained duration recorded.,Audio: normal,62.4,0.0,normal
TRIP033,2024-02-06 07:33:55,3835,audio_spike,low,0.0,0.39,0.39,Audio spike detected (70 dB). No sustained duration recorded.,Audio: conversation,70.4,0.0,conversation
TRIP033,2024-02-06 07:35:18,3918,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.0,0.0,quiet
TRIP033,2024-02-06 07:35:28,3928,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.1,0.0,quiet
TRIP033,2024-02-06 07:36:42,4002,audio_spike,low,0.0,0.09,0.09,Audio spike detected (51 dB). No sustained duration recorded.,Audio: quiet,51.4,0.0,quiet
TRIP033,2024-02-06 07:37:18,4038,audio_spike,low,0.0,0.24,0.24,Audio spike detected (63 dB). No sustained duration recorded.,Audio: conversation,63.4,0.0,conversation
TRIP033,2024-02-06 07:38:11,4091,audio_spike,medium,0.0,0.04,0.04,Sustained elevated cabin audio (85 dB) for 8s.,Audio: edge_laughter,84.7,7.6,edge_laughter
TRIP033,2024-02-06 07:38:12,4092,audio_spike,medium,0.0,0.69,0.69,Intermittent siren distant audio (83 dB peaks). No sustained duration recorded.,Audio: edge_siren_distant,83.1,0.0,edge_siren_distant
TRIP033,2024-02-06 07:48:06,4686,audio_spike,low,0.0,0.14,0.14,Audio spike detected (57 dB). No sustained duration recorded.,Audio: quiet,56.6,0.0,quiet
TRIP033,2024-02-06 07:53:42,5022,audio_spike,medium,0.0,0.65,0.65,Audio spike detected (81 dB). No sustained duration recorded.,Audio: loud,81.4,0.0,loud
TRIP033,2024-02-06 07:55:14,5114,audio_spike,low,0.0,0.48,0.48,Audio spike detected (74 dB). No sustained duration recorded.,Audio: loud,74.1,0.0,loud
TRIP033,2024-02-06 07:55:16,5116,audio_spike,low,0.0,0.25,0.25,Audio spike detected (64 dB). No sustained duration recorded.,Audio: normal,64.2,0.0,normal
TRIP033,2024-02-06 07:55:29,5129,audio_spike,medium,0.0,0.1,0.1,Sustained elevated cabin audio (77 dB) for 18s.,Audio: very_loud,77.2,17.5,very_loud
TRIP033,2024-02-06 07:58:54,5334,audio_spike,low,0.0,0.07,0.07,Audio spike detected (49 dB). No sustained duration recorded.,Audio: quiet,49.0,0.0,quiet
TRIP033,2024-02-06 08:10:16,6016,audio_spike,low,0.0,0.3,0.3,Audio spike detected (66 dB). No sustained duration recorded.,Audio: normal,66.3,0.0,normal
TRIP033,2024-02-06 08:14:42,6282,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.1,0.0,quiet
TRIP033,2024-02-06 08:19:51,6591,audio_spike,low,0.0,0.24,0.24,Audio spike detected (64 dB). No sustained duration recorded.,Audio: conversation,63.7,0.0,conversation
TRIP033,2024-02-06 08:21:35,6695,audio_spike,low,0.0,0.35,0.35,Audio spike detected (69 dB). No sustained duration recorded.,Audio: loud,69.0,0.0,loud
TRIP033,2024-02-06 08:22:00,6720,audio_spike,high,0.0,0.5,0.5,Sustained elevated cabin audio (91 dB) for 90s.,Audio: argument,90.6,90.2,argument
TRIP033,2024-02-06 08:24:00,6840,audio_spike,high,0.0,0.92,0.92,Intermittent door slam audio (100 dB peaks). No sustained duration recorded.,Audio: edge_door_slam,99.6,0.0,edge_door_slam
TRIP033,2024-02-06 08:24:48,6888,audio_spike,low,0.0,0.17,0.17,Audio spike detected (59 dB). No sustained duration recorded.,Audio: conversation,59.4,0.0,conversation
TRIP033,2024-02-06 08:25:28,6928,audio_spike,low,0.0,0.18,0.18,Audio spike detected (60 dB). No sustained duration recorded.,Audio: normal,59.6,0.0,normal
TRIP033,2024-02-06 08:25:53,6953,audio_spike,medium,0.0,0.5,0.5,Sustained elevated cabin audio (87 dB) for 90s.,Audio: edge_construction,86.8,90.0,edge_construction
TRIP034,2024-02-06 06:33:12,192,audio_spike,medium,0.0,0.23,0.23,Sustained elevated cabin audio (87 dB) for 41s.,Audio: argument,87.4,40.5,argument
TRIP034,2024-02-06 06:33:47,227,audio_spike,low,0.0,0.08,0.08,Audio spike detected (51 dB). No sustained duration recorded.,Audio: quiet,50.5,0.0,quiet
TRIP034,2024-02-06 06:34:09,249,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.1,0.0,quiet
TRIP034,2024-02-06 06:36:59,419,audio_spike,medium,0.0,0.28,0.28,Sustained elevated cabin audio (77 dB) for 50s.,Audio: very_loud,76.5,50.2,very_loud
TRIP034,2024-02-06 06:39:31,571,audio_spike,medium,0.0,0.56,0.56,Audio spike detected (78 dB). No sustained duration recorded.,Audio: loud,77.6,0.0,loud
TRIP034,2024-02-06 06:42:17,737,audio_spike,medium,0.0,0.51,0.51,Audio spike detected (75 dB). No sustained duration recorded.,Audio: loud,75.2,0.0,loud
TRIP034,2024-02-06 06:44:18,858,audio_spike,medium,0.0,0.24,0.24,Sustained elevated cabin audio (76 dB) for 43s.,Audio: very_loud,75.7,42.6,very_loud
TRIP034,2024-02-06 06:49:20,1160,audio_spike,low,0.0,0.14,0.14,Sustained elevated cabin audio (72 dB) for 25s.,Audio: very_loud,71.8,25.1,very_loud
TRIP034,2024-02-06 06:49:35,1175,audio_spike,medium,0.0,0.65,0.65,Audio spike detected (81 dB). No sustained duration recorded.,Audio: very_loud,81.2,0.0,very_loud
TRIP034,2024-02-06 06:51:55,1315,audio_spike,high,0.0,1.0,1.0,Sustained elevated cabin audio (78 dB) for 180s.,Audio: very_loud,78.2,180.0,very_loud
TRIP034,2024-02-06 06:56:49,1609,audio_spike,high,0.0,1.0,1.0,Sustained elevated cabin audio (77 dB) for 180s.,Audio: very_loud,77.2,180.0,very_loud
TRIP034,2024-02-06 07:00:18,1818,audio_spike,low,0.0,0.22,0.22,Audio spike detected (62 dB). No sustained duration recorded.,Audio: normal,62.1,0.0,normal
TRIP034,2024-02-06 07:10:00,2400,audio_spike,medium,0.0,0.33,0.33,Sustained elevated cabin audio (80 dB) for 60s.,Audio: very_loud,80.3,60.1,very_loud
TRIP034,2024-02-06 07:11:20,2480,audio_spike,high,0.0,1.0,1.0,Sustained elevated cabin audio (78 dB) for 186s.,Audio: edge_loud_music,78.4,185.7,edge_loud_music
TRIP034,2024-02-06 07:11:26,2486,audio_spike,low,0.0,0.31,0.31,Audio spike detected (67 dB). No sustained duration recorded.,Audio: loud,66.8,0.0,loud
TRIP034,2024-02-06 07:15:22,2722,audio_spike,high,0.0,1.0,1.0,Sustained elevated cabin audio (76 dB) for 222s.,Audio: edge_loud_music,76.2,222.3,edge_loud_music
TRIP034,2024-02-06 07:16:15,2775,audio_spike,low,0.0,0.48,0.48,Audio spike detected (74 dB). No sustained duration recorded.,Audio: very_loud,74.2,0.0,very_loud
TRIP034,2024-02-06 07:16:36,2796,audio_spike,medium,0.0,0.53,0.53,Audio spike detected (76 dB). No sustained duration recorded.,Audio: very_loud,76.2,0.0,very_loud
TRIP034,2024-02-06 07:16:48,2808,audio_spike,low,0.0,0.31,0.31,Audio spike detected (67 dB). No sustained duration recorded.,Audio: conversation,67.0,0.0,conversation
TRIP034,2024-02-06 07:17:01,2821,audio_spike,low,0.0,0.19,0.19,Audio spike detected (60 dB). No sustained duration recorded.,Audio: normal,60.5,0.0,normal
TRIP034,2024-02-06 07:17:40,2860,audio_spike,low,0.0,0.08,0.08,Audio spike detected (50 dB). No sustained duration recorded.,Audio: quiet,50.2,0.0,quiet
TRIP034,2024-02-06 07:18:09,2889,audio_spike,low,0.0,0.07,0.07,Audio spike detected (49 dB). No sustained duration recorded.,Audio: quiet,49.5,0.0,quiet
TRIP034,2024-02-06 07:21:44,3104,audio_spike,high,0.0,0.91,0.91,Intermittent door slam audio (98 dB peaks). No sustained duration recorded.,Audio: edge_door_slam,98.4,0.0,edge_door_slam
TRIP034,2024-02-06 07:21:59,3119,audio_spike,low,0.0,0.06,0.06,Audio spike detected (48 dB). No sustained duration recorded.,Audio: quiet,48.0,0.0,quiet
TRIP034,2024-02-06 07:23:41,3221,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.0,0.0,quiet
TRIP034,2024-02-06 07:26:23,3383,audio_spike,medium,0.0,0.45,0.45,Sustained elevated cabin audio (77 dB) for 80s.,Audio: very_loud,77.1,80.3,very_loud
TRIP034,2024-02-06 07:40:28,4228,audio_spike,low,0.0,0.09,0.09,Audio spike detected (52 dB). No sustained duration recorded.,Audio: quiet,51.6,0.0,quiet
TRIP034,2024-02-06 07:44:45,4485,audio_spike,medium,0.0,0.21,0.21,Sustained elevated cabin audio (84 dB) for 38s.,Audio: argument,83.6,37.5,argument
TRIP034,2024-02-06 07:47:12,4632,audio_spike,medium,0.0,0.07,0.07,Sustained elevated cabin audio (78 dB) for 13s.,Audio: very_loud,78.1,13.1,very_loud
TRIP034,2024-02-06 07:52:21,4941,audio_spike,high,0.0,0.27,0.27,Sustained elevated cabin audio (96 dB) for 49s.,Audio: edge_construction,95.9,49.0,edge_construction
TRIP034,2024-02-06 07:53:39,5019,audio_spike,low,0.0,0.21,0.21,Audio spike detected (62 dB). No sustained duration recorded.,Audio: normal,62.0,0.0,normal
TRIP034,2024-02-06 07:55:24,5124,audio_spike,low,0.0,0.09,0.09,Audio spike detected (52 dB). No sustained duration recorded.,Audio: quiet,52.1,0.0,quiet
TRIP034,2024-02-06 07:59:20,5360,audio_spike,high,0.0,0.58,0.58,Sustained elevated cabin audio (70 dB) for 105s.,Audio: edge_tire_rumble,70.3,104.8,edge_tire_rumble
TRIP034,2024-02-06 08:13:31,6211,audio_spike,low,0.0,0.22,0.22,Audio spike detected (62 dB). No sustained duration recorded.,Audio: normal,62.4,0.0,normal
TRIP034,2024-02-06 08:15:57,6357,audio_spike,low,0.0,0.05,0.05,Audio spike detected (46 dB). No sustained duration recorded.,Audio: quiet,45.6,0.0,quiet
TRIP035,2024-02-06 06:43:12,792,audio_spike,high,0.0,1.0,1.0,Sustained elevated cabin audio (81 dB) for 180s.,Audio: very_loud,80.8,180.0,very_loud
TRIP035,2024-02-06 06:46:13,973,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.0,0.0,quiet
TRIP035,2024-02-06 06:47:30,1050,audio_spike,medium,0.0,0.15,0.15,Sustained elevated cabin audio (87 dB) for 28s.,Audio: edge_construction,87.2,27.9,edge_construction
TRIP035,2024-02-06 06:47:34,1054,audio_spike,low,0.0,0.16,0.16,Audio spike detected (58 dB). No sustained duration recorded.,Audio: normal,58.2,0.0,normal
TRIP035,2024-02-06 06:47:45,1065,audio_spike,medium,0.0,0.76,0.76,Audio spike detected (87 dB). No sustained duration recorded.,Audio: argument,86.8,0.0,argument
TRIP035,2024-02-06 06:49:41,1181,audio_spike,high,0.0,1.0,1.0,Sustained elevated cabin audio (88 dB) for 180s.,Audio: argument,87.7,180.0,argument
TRIP035,2024-02-06 06:57:10,1630,audio_spike,low,0.0,0.27,0.27,Audio spike detected (65 dB). No sustained duration recorded.,Audio: normal,64.9,0.0,normal
TRIP035,2024-02-06 06:58:50,1730,audio_spike,low,0.0,0.08,0.08,Audio spike detected (51 dB). No sustained duration recorded.,Audio: quiet,50.9,0.0,quiet
TRIP035,2024-02-06 07:02:35,1955,audio_spike,high,0.0,1.0,1.0,Sustained elevated cabin audio (67 dB) for 193s.,Audio: edge_wind_noise,66.7,193.3,edge_wind_noise
TRIP035,2024-02-06 07:16:17,2777,audio_spike,medium,0.0,0.3,0.3,Sustained elevated cabin audio (86 dB) for 53s.,Audio: argument,85.6,53.2,argument
TRIP035,2024-02-06 07:19:55,2995,audio_spike,high,0.0,1.0,1.0,Sustained elevated cabin audio (72 dB) for 180s.,Audio: very_loud,72.1,180.0,very_loud
TRIP035,2024-02-06 07:20:57,3057,audio_spike,medium,0.0,0.78,0.78,Audio spike detected (87 dB). No sustained duration recorded.,Audio: argument,87.4,0.0,argument
TRIP035,2024-02-06 07:23:46,3226,audio_spike,low,0.0,0.24,0.24,Audio spike detected (63 dB). No sustained duration recorded.,Audio: normal,63.4,0.0,normal
TRIP035,2024-02-06 07:27:22,3442,audio_spike,low,0.0,0.21,0.21,Audio spike detected (61 dB). No sustained duration recorded.,Audio: normal,61.5,0.0,normal
TRIP035,2024-02-06 07:27:44,3464,audio_spike,medium,0.0,0.37,0.37,Sustained elevated cabin audio (79 dB) for 67s.,Audio: very_loud,78.8,67.0,very_loud
TRIP035,2024-02-06 07:31:46,3706,audio_spike,medium,0.0,0.29,0.29,Sustained elevated cabin audio (79 dB) for 52s.,Audio: very_loud,79.2,51.9,very_loud
TRIP035,2024-02-06 07:46:09,4569,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.0,0.0,quiet
TRIP035,2024-02-06 07:49:11,4751,audio_spike,high,0.0,0.57,0.57,Sustained elevated cabin audio (79 dB) for 102s.,Audio: argument,79.2,102.3,argument
TRIP035,2024-02-06 07:52:15,4935,audio_spike,low,0.0,0.33,0.33,Audio spike detected (68 dB). No sustained duration recorded.,Audio: loud,67.9,0.0,loud
TRIP035,2024-02-06 07:52:53,4973,audio_spike,low,0.0,0.09,0.09,Audio spike detected (52 dB). No sustained duration recorded.,Audio: quiet,52.1,0.0,quiet
TRIP035,2024-02-06 07:53:25,5005,audio_spike,medium,0.0,0.63,0.63,Audio spike detected (80 dB). No sustained duration recorded.,Audio: loud,80.2,0.0,loud
TRIP035,2024-02-06 07:57:50,5270,audio_spike,medium,0.0,0.44,0.44,Sustained elevated cabin audio (89 dB) for 79s.,Audio: edge_construction,88.6,78.6,edge_construction
TRIP035,2024-02-06 08:02:53,5573,audio_spike,low,0.0,0.32,0.32,Audio spike detected (67 dB). No sustained duration recorded.,Audio: conversation,67.3,0.0,conversation
TRIP035,2024-02-06 08:03:46,5626,audio_spike,low,0.0,0.28,0.28,Audio spike detected (66 dB). No sustained duration recorded.,Audio: conversation,65.8,0.0,conversation
TRIP035,2024-02-06 08:06:47,5807,audio_spike,low,0.0,0.08,0.08,Audio spike detected (51 dB). No sustained duration recorded.,Audio: quiet,50.9,0.0,quiet
TRIP035,2024-02-06 08:11:43,6103,audio_spike,high,0.0,0.54,0.54,Sustained elevated cabin audio (78 dB) for 97s.,Audio: edge_radio_talk,78.0,96.9,edge_radio_talk
TRIP035,2024-02-06 08:12:07,6127,audio_spike,low,0.0,0.08,0.08,Audio spike detected (51 dB). No sustained duration recorded.,Audio: quiet,51.2,0.0,quiet
TRIP035,2024-02-06 08:12:34,6154,audio_spike,low,0.0,0.1,0.1,Audio spike detected (53 dB). No sustained duration recorded.,Audio: normal,53.2,0.0,normal
TRIP035,2024-02-06 08:12:47,6167,audio_spike,low,0.0,0.19,0.19,Audio spike detected (61 dB). No sustained duration recorded.,Audio: normal,60.7,0.0,normal
TRIP035,2024-02-06 08:13:04,6184,audio_spike,low,0.0,0.39,0.39,Audio spike detected (71 dB). No sustained duration recorded.,Audio: conversation,70.6,0.0,conversation
TRIP035,2024-02-06 08:16:06,6366,audio_spike,medium,0.0,0.12,0.12,Sustained elevated cabin audio (86 dB) for 22s.,Audio: very_loud,85.5,22.1,very_loud
TRIP035,2024-02-06 08:18:31,6511,audio_spike,high,0.0,0.7,0.7,Sustained elevated cabin audio (79 dB) for 126s.,Audio: very_loud,78.9,126.1,very_loud
TRIP035,2024-02-06 08:27:40,7060,audio_spike,medium,0.0,0.22,0.22,Sustained elevated cabin audio (67 dB) for 40s.,Audio: edge_tire_rumble,67.2,40.1,edge_tire_rumble
TRIP035,2024-02-06 08:27:55,7075,audio_spike,medium,0.0,0.55,0.55,Audio spike detected (77 dB). No sustained duration recorded.,Audio: argument,77.0,0.0,argument
TRIP035,2024-02-06 08:29:33,7173,audio_spike,low,0.0,0.47,0.47,Audio spike detected (74 dB). No sustained duration recorded.,Audio: loud,73.6,0.0,loud
TRIP036,2024-02-06 06:30:41,41,audio_spike,low,0.0,0.38,0.38,Audio spike detected (70 dB). No sustained duration recorded.,Audio: normal,70.2,0.0,normal
TRIP036,2024-02-06 06:31:22,82,audio_spike,low,0.0,0.05,0.05,Audio spike detected (46 dB). No sustained duration recorded.,Audio: quiet,46.0,0.0,quiet
TRIP036,2024-02-06 06:31:57,117,audio_spike,low,0.0,0.07,0.07,Audio spike detected (49 dB). No sustained duration recorded.,Audio: quiet,49.3,0.0,quiet
TRIP036,2024-02-06 06:32:11,131,audio_spike,low,0.0,0.34,0.34,Audio spike detected (69 dB). No sustained duration recorded.,Audio: conversation,68.6,0.0,conversation
TRIP036,2024-02-06 06:32:17,137,audio_spike,low,0.0,0.3,0.3,Audio spike detected (66 dB). No sustained duration recorded.,Audio: conversation,66.4,0.0,conversation
TRIP036,2024-02-06 06:32:27,147,audio_spike,low,0.0,0.22,0.22,Audio spike detected (62 dB). No sustained duration recorded.,Audio: conversation,62.2,0.0,conversation
TRIP036,2024-02-06 06:32:55,175,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.0,0.0,quiet
TRIP036,2024-02-06 06:38:02,482,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.0,0.0,quiet
TRIP036,2024-02-06 06:39:02,542,audio_spike,low,0.0,0.16,0.16,Audio spike detected (59 dB). No sustained duration recorded.,Audio: normal,58.8,0.0,normal
TRIP036,2024-02-06 06:41:09,669,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.0,0.0,quiet
TRIP036,2024-02-06 06:52:30,1350,audio_spike,high,0.0,0.75,0.75,Sustained elevated cabin audio (86 dB) for 135s.,Audio: very_loud,85.7,135.0,very_loud
TRIP036,2024-02-06 06:55:42,1542,audio_spike,medium,0.0,0.47,0.47,Sustained elevated cabin audio (88 dB) for 85s.,Audio: edge_construction,88.0,84.6,edge_construction
TRIP036,2024-02-06 07:01:12,1872,audio_spike,low,0.0,0.14,0.14,Audio spike detected (56 dB). No sustained duration recorded.,Audio: quiet,56.5,0.0,quiet
TRIP036,2024-02-06 07:02:08,1928,audio_spike,medium,0.0,0.58,0.58,Audio spike detected (78 dB). No sustained duration recorded.,Audio: loud,78.1,0.0,loud
TRIP036,2024-02-06 07:03:12,1992,audio_spike,low,0.0,0.18,0.18,Audio spike detected (60 dB). No sustained duration recorded.,Audio: normal,60.1,0.0,normal
TRIP036,2024-02-06 07:03:27,2007,audio_spike,low,0.0,0.16,0.16,Audio spike detected (59 dB). No sustained duration recorded.,Audio: normal,58.7,0.0,normal
TRIP036,2024-02-06 07:04:22,2062,audio_spike,low,0.0,0.3,0.3,Audio spike detected (66 dB). No sustained duration recorded.,Audio: loud,66.3,0.0,loud
TRIP036,2024-02-06 07:05:59,2159,audio_spike,high,0.0,0.12,0.12,Sustained elevated cabin audio (91 dB) for 22s.,Audio: argument,90.7,21.8,argument
TRIP036,2024-02-06 07:06:57,2217,audio_spike,low,0.0,0.07,0.07,Audio spike detected (49 dB). No sustained duration recorded.,Audio: quiet,49.3,0.0,quiet
TRIP036,2024-02-06 07:07:24,2244,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.0,0.0,quiet
TRIP036,2024-02-06 07:08:02,2282,audio_spike,high,0.0,0.54,0.54,Sustained elevated cabin audio (70 dB) for 96s.,Audio: edge_wind_noise,70.1,96.3,edge_wind_noise
TRIP036,2024-02-06 07:11:07,2467,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.0,0.0,quiet
TRIP036,2024-02-06 07:11:55,2515,audio_spike,medium,0.0,0.19,0.19,Sustained elevated cabin audio (79 dB) for 34s.,Audio: very_loud,79.2,34.3,very_loud
TRIP036,2024-02-06 07:12:16,2536,audio_spike,low,0.0,0.25,0.25,Audio spike detected (64 dB). No sustained duration recorded.,Audio: normal,64.0,0.0,normal
TRIP036,2024-02-06 07:12:45,2565,audio_spike,medium,0.0,0.54,0.54,Intermittent phone notif audio (77 dB peaks). No sustained duration recorded.,Audio: edge_phone_notif,76.7,0.0,edge_phone_notif
TRIP036,2024-02-06 07:14:31,2671,audio_spike,high,0.0,0.68,0.68,Sustained elevated cabin audio (77 dB) for 122s.,Audio: very_loud,76.7,122.0,very_loud
TRIP036,2024-02-06 07:18:01,2881,audio_spike,low,0.0,0.07,0.07,Audio spike detected (49 dB). No sustained duration recorded.,Audio: quiet,49.1,0.0,quiet
TRIP036,2024-02-06 07:23:52,3232,audio_spike,low,0.0,0.33,0.33,Audio spike detected (68 dB). No sustained duration recorded.,Audio: conversation,68.0,0.0,conversation
TRIP036,2024-02-06 07:24:07,3247,audio_spike,low,0.0,0.42,0.42,Audio spike detected (72 dB). No sustained duration recorded.,Audio: conversation,71.7,0.0,conversation
TRIP036,2024-02-06 07:32:08,3728,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.0,0.0,quiet
TRIP036,2024-02-06 07:33:42,3822,audio_spike,medium,0.0,0.27,0.27,Sustained elevated cabin audio (69 dB) for 48s.,Audio: edge_wind_noise,68.9,47.8,edge_wind_noise
TRIP036,2024-02-06 07:33:55,3835,audio_spike,low,0.0,0.26,0.26,Audio spike detected (65 dB). No sustained duration recorded.,Audio: conversation,64.7,0.0,conversation
TRIP036,2024-02-06 07:34:02,3842,audio_spike,low,0.0,0.28,0.28,Audio spike detected (65 dB). No sustained duration recorded.,Audio: conversation,65.5,0.0,conversation
TRIP036,2024-02-06 07:37:04,4024,audio_spike,medium,0.0,0.61,0.61,Intermittent phone notif audio (80 dB peaks). No sustained duration recorded.,Audio: edge_phone_notif,79.6,0.0,edge_phone_notif
TRIP036,2024-02-06 07:37:29,4049,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.0,0.0,quiet
TRIP037,2024-02-06 06:30:15,15,audio_spike,low,0.0,0.06,0.06,Audio spike detected (47 dB). No sustained duration recorded.,Audio: quiet,47.3,0.0,quiet
TRIP037,2024-02-06 06:32:18,138,audio_spike,low,0.0,0.29,0.29,Audio spike detected (66 dB). No sustained duration recorded.,Audio: conversation,66.2,0.0,conversation
TRIP037,2024-02-06 06:33:01,181,audio_spike,medium,0.0,0.27,0.27,Sustained elevated cabin audio (80 dB) for 48s.,Audio: very_loud,80.4,48.0,very_loud
TRIP037,2024-02-06 06:33:20,200,audio_spike,low,0.0,0.05,0.05,Audio spike detected (46 dB). No sustained duration recorded.,Audio: quiet,45.7,0.0,quiet
TRIP037,2024-02-06 06:35:44,344,audio_spike,medium,0.0,0.47,0.47,Sustained elevated cabin audio (78 dB) for 84s.,Audio: very_loud,77.7,84.1,very_loud
TRIP037,2024-02-06 06:46:38,998,audio_spike,medium,0.0,0.1,0.1,Sustained elevated cabin audio (90 dB) for 17s.,Audio: edge_laughter,90.0,17.2,edge_laughter
TRIP037,2024-02-06 06:49:59,1199,audio_spike,low,0.0,0.19,0.19,Audio spike detected (60 dB). No sustained duration recorded.,Audio: normal,60.4,0.0,normal
TRIP037,2024-02-06 06:56:20,1580,audio_spike,low,0.0,0.17,0.17,Sustained elevated cabin audio (71 dB) for 30s.,Audio: very_loud,70.8,29.8,very_loud
TRIP037,2024-02-06 06:58:16,1696,audio_spike,low,0.0,0.32,0.32,Audio spike detected (67 dB). No sustained duration recorded.,Audio: normal,67.3,0.0,normal
TRIP037,2024-02-06 07:06:34,2194,audio_spike,low,0.0,0.23,0.23,Audio spike detected (63 dB). No sustained duration recorded.,Audio: conversation,62.8,0.0,conversation
TRIP037,2024-02-06 07:08:02,2282,audio_spike,low,0.0,0.05,0.05,Audio spike detected (46 dB). No sustained duration recorded.,Audio: quiet,46.0,0.0,quiet
TRIP037,2024-02-06 07:09:16,2356,audio_spike,low,0.0,0.4,0.4,Audio spike detected (71 dB). No sustained duration recorded.,Audio: conversation,71.1,0.0,conversation
TRIP037,2024-02-06 07:09:17,2357,audio_spike,medium,0.0,0.47,0.47,Sustained elevated cabin audio (82 dB) for 84s.,Audio: argument,81.6,83.9,argument
TRIP037,2024-02-06 07:09:39,2379,audio_spike,medium,0.0,0.59,0.59,Audio spike detected (79 dB). No sustained duration recorded.,Audio: argument,78.6,0.0,argument
TRIP037,2024-02-06 07:13:45,2625,audio_spike,low,0.0,0.09,0.09,Audio spike detected (52 dB). No sustained duration recorded.,Audio: quiet,51.6,0.0,quiet
